zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,info1String,brokerName,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,hasOpenHouse,openHouseStartDate,openHouseEndDate,openHouseDescription,streetViewMetadataURL,streetViewURL,carouselPhotos,lotAreaString
314350313,314350313,,https://photos.zillowstatic.com/fp/513e6c10e8b8ac59d168bb199dc609e9-p_e.jpg,True,https://www.zillow.com/homedetails/977-W-20th-Ave-Vancouver-BC-V5Z-1Y4/314350313_zpid/,FOR_SALE,House for sale,C$,"C$2,899,000",2899000,"977 W 20th Ave, Vancouver, BC V5Z 1Y4",977 W 20th Ave,Vancouver,BC,V5Z1Y4,False,5.0,3.0,2602.0,"{'latitude': 49.253757, 'longitude': -123.12656}",False,,,"{'homeInfo': {'zpid': 314350313, 'streetAddress': '977 W 20th Ave', 'zipcode': 'V5Z1Y4', 'city': 'Vancouver', 'state': 'BC', 'latitude': 49.253757, 'longitude': -123.12656, 'price': 2899000.0, 'bathrooms': 3.0, 'bedrooms': 5.0, 'livingArea': 2602.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 2899000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'taxAssessedValue': 2401300.0, 'lotAreaValue': 3920.4, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2750222,Sutton Centre Realty Brokerage,True,False,,True,False,,,,,,,,
2062918487,2062918487,,https://photos.zillowstatic.com/fp/b95b5aa144e5500441bddce9c14e9b03-p_e.jpg,True,https://www.zillow.com/homedetails/6-W-17th-Ave-7-Vancouver-BC-V5Y-1Z4/2062918487_zpid/,FOR_SALE,Townhouse for sale,C$,"C$1,575,000",1575000,"6 W 17th Ave #7, Vancouver, BC V5Y 1Z4",6 W 17th Ave #7,Vancouver,BC,V5Y1Z4,False,2.0,2.0,1238.0,{},False,,,"{'homeInfo': {'zpid': 2062918487, 'streetAddress': '6 W 17th Ave #7', 'zipcode': 'V5Y1Z4', 'city': 'Vancouver', 'state': 'BC', 'price': 1575000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1238.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1575000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 7', 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2750079,Dexter Realty Brokerage,True,False,,True,False,,,,,,,,
314365747,314365747,,https://photos.zillowstatic.com/fp/a3af8bb77d851c995eeba9abe365bed2-p_e.jpg,True,https://www.zillow.com/homedetails/623-Victoria-Dr-Vancouver-BC-V5L-4H3/314365747_zpid/,FOR_SALE,Townhouse for sale,C$,"C$1,299,000",1299000,"623 Victoria Dr, Vancouver, BC V5L 4H3",623 Victoria Dr,Vancouver,BC,V5L4H3,False,3.0,2.0,1202.0,"{'latitude': 49.270275, 'longitude': -123.06561}",False,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 3-5pm'}",,"{'homeInfo': {'zpid': 314365747, 'streetAddress': '623 Victoria Dr', 'zipcode': 'V5L4H3', 'city': 'Vancouver', 'state': 'BC', 'latitude': 49.270275, 'longitude': -123.06561, 'price': 1299000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1202.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 3-5pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1299000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1675551600000, 'open_house_end': 1675558800000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'taxAssessedValue': 1164000.0, 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,True,False,False,MLS® ID #R2750114,Oakwyn Realty Ltd. Brokerage,True,False,,True,False,True,2023-02-04T15:00:00,2023-02-04T17:00:00,Open House - 3:00 - 5:00 PM,,,,
2062918419,2062918419,,https://photos.zillowstatic.com/fp/c6207469194ba1033a8b17f9a21b54d9-p_e.jpg,True,https://www.zillow.com/homedetails/6-W-17th-Ave-12-Vancouver-BC-V5Y-1Z4/2062918419_zpid/,FOR_SALE,Townhouse for sale,C$,"C$1,725,000",1725000,"6 W 17th Ave #12, Vancouver, BC V5Y 1Z4",6 W 17th Ave #12,Vancouver,BC,V5Y1Z4,False,1.0,2.0,1358.0,{},False,,,"{'homeInfo': {'zpid': 2062918419, 'streetAddress': '6 W 17th Ave #12', 'zipcode': 'V5Y1Z4', 'city': 'Vancouver', 'state': 'BC', 'price': 1725000.0, 'bathrooms': 2.0, 'bedrooms': 1.0, 'livingArea': 1358.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1725000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 12', 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2750083,Dexter Realty Brokerage,True,False,,True,False,,,,,,,,
2062918471,2062918471,,https://photos.zillowstatic.com/fp/f9850f0c8306441811fbe1506f81985b-p_e.jpg,True,https://www.zillow.com/homedetails/6-W-17th-Ave-2-Vancouver-BC-V5Y-1Z4/2062918471_zpid/,FOR_SALE,Townhouse for sale,C$,"C$1,980,000",1980000,"6 W 17th Ave #2, Vancouver, BC V5Y 1Z4",6 W 17th Ave #2,Vancouver,BC,V5Y1Z4,False,2.0,2.0,1558.0,{},False,,,"{'homeInfo': {'zpid': 2062918471, 'streetAddress': '6 W 17th Ave #2', 'zipcode': 'V5Y1Z4', 'city': 'Vancouver', 'state': 'BC', 'price': 1980000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1558.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1980000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 2', 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2750086,Dexter Realty Brokerage,True,False,,True,False,,,,,,,,
314408191,314408191,,https://photos.zillowstatic.com/fp/f2180a321d5ff987f6cd1548a9c2381a-p_e.jpg,True,https://www.zillow.com/homedetails/2880-E-22nd-Ave-Vancouver-BC-V5M-2Y2/314408191_zpid/,FOR_SALE,House for sale,C$,"C$1,688,000",1688000,"2880 E 22nd Ave, Vancouver, BC V5M 2Y2",2880 E 22nd Ave,Vancouver,BC,V5M2Y2,False,4.0,2.0,2423.0,"{'latitude': 49.25032, 'longitude': -123.04505}",False,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 2-4pm'}",,"{'homeInfo': {'zpid': 314408191, 'streetAddress': '2880 E 22nd Ave', 'zipcode': 'V5M2Y2', 'city': 'Vancouver', 'state': 'BC', 'latitude': 49.25032, 'longitude': -123.04505, 'price': 1688000.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 2423.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 2-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1688000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1675548000000, 'open_house_end': 1675555200000}, {'open_house_start': 1675634400000, 'open_house_end': 1675641600000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'taxAssessedValue': 1257000.0, 'lotAreaValue': 3920.4, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2749782,London Pacific Brokerage,True,False,,True,False,True,2023-02-04T14:00:00,2023-02-04T16:00:00,Open House - 2:00 - 4:00 PM,,,,
2059548932,2059548932,,https://photos.zillowstatic.com/fp/faa304c8cf7c4c73f3362a3aa198447a-p_e.jpg,True,https://www.zillow.com/homedetails/1495-Richards-St-2001-Vancouver-BC-V6Z-3E3/2059548932_zpid/,FOR_SALE,Condo for sale,C$,"C$888,000",888000,"1495 Richards St #2001, Vancouver, BC V6Z 3E3",1495 Richards St #2001,Vancouver,BC,V6Z3E3,False,1.0,1.0,741.0,"{'latitude': 49.273617, 'longitude': -123.12812}",False,,,"{'homeInfo': {'zpid': 2059548932, 'streetAddress': '1495 Richards St #2001', 'zipcode': 'V6Z3E3', 'city': 'Vancouver', 'state': 'BC', 'latitude': 49.273617, 'longitude': -123.12812, 'price': 888000.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 741.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 888000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 2001', 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2750148,RE/MAX Masters Realty Brokerage,True,False,,True,False,,,,,,,,
2059566711,2059566711,,https://photos.zillowstatic.com/fp/d3c792647fd996f6aef2baf0f86086e0-p_e.jpg,True,https://www.zillow.com/homedetails/2508-Watson-St-521-Vancouver-BC-V5T-3G9/2059566711_zpid/,FOR_SALE,Townhouse for sale,C$,"C$1,599,000",1599000,"2508 Watson St #521, Vancouver, BC V5T 3G9",2508 Watson St #521,Vancouver,BC,V5T3G9,False,3.0,3.0,1400.0,"{'latitude': 49.261738, 'longitude': -123.10015}",False,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-3pm'}",,"{'homeInfo': {'zpid': 2059566711, 'streetAddress': '2508 Watson St #521', 'zipcode': 'V5T3G9', 'city': 'Vancouver', 'state': 'BC', 'latitude': 49.261738, 'longitude': -123.10015, 'price': 1599000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1400.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-3pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1599000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1675544400000, 'open_house_end': 1675551600000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 521', 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2750000,Oakwyn Realty Ltd. Brokerage,True,False,,True,False,True,2023-02-04T13:00:00,2023-02-04T15:00:00,Open House - 1:00 - 3:00 PM,,,,
2068851925,2068851925,,https://photos.zillowstatic.com/fp/7affa90dc466694765d726c2a42fd6b5-p_e.jpg,True,https://www.zillow.com/homedetails/1328-Homer-St-907-Vancouver-BC-V6B-6A7/2068851925_zpid/,FOR_SALE,Condo for sale,C$,"C$1,388,000",1388000,"1328 Homer St #907, Vancouver, BC V6B 6A7",1328 Homer St #907,Vancouver,BC,V6B6A7,False,2.0,2.0,1123.0,"{'latitude': 49.273598, 'longitude': -123.124916}",False,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 2-4pm'}",,"{'homeInfo': {'zpid': 2068851925, 'streetAddress': '1328 Homer St #907', 'zipcode': 'V6B6A7', 'city': 'Vancouver', 'state': 'BC', 'latitude': 49.273598, 'longitude': -123.124916, 'price': 1388000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1123.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 2-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1388000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1675548000000, 'open_house_end': 1675555200000}, {'open_house_start': 1675634400000, 'open_house_end': 1675641600000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 907', 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2750005,Oakwyn Realty Ltd. Brokerage,True,False,,True,False,True,2023-02-04T14:00:00,2023-02-04T16:00:00,Open House - 2:00 - 4:00 PM,,,,
2064141261,2064141261,,https://photos.zillowstatic.com/fp/f64b8d777e1603f943ac5ce472d3710f-p_e.jpg,True,https://www.zillow.com/homedetails/8138-Fraser-St-304-Vancouver-BC-V5X-3T3/2064141261_zpid/,FOR_SALE,Condo for sale,C$,"C$528,000",528000,"8138 Fraser St #304, Vancouver, BC V5X 3T3",8138 Fraser St #304,Vancouver,BC,V5X3T3,False,0.0,1.0,489.0,{},False,,,"{'homeInfo': {'zpid': 2064141261, 'streetAddress': '8138 Fraser St #304', 'zipcode': 'V5X3T3', 'city': 'Vancouver', 'state': 'BC', 'price': 528000.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 489.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 528000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'CAD', 'country': 'CAN', 'unit': '# 304', 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",False,False,False,ForSale,For Sale (Broker),,False,False,False,False,MLS® ID #R2749872,Sutton Group - 1st West Realty Brokerage,True,False,,True,False,,,,,,,,
